<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.10.12	21:00:00	184.088	184.186	184.000	184.000	2496	2204800000	29
2015.10.12	22:00:00	183.999	184.157	183.999	184.071	2425	1633050000	30
2015.10.12	23:00:00	184.070	184.206	184.066	184.198	2423	1785996000	32
2015.10.13	00:00:00	184.180	184.186	184.072	184.179	1375	607000000	52
2015.10.13	01:00:00	184.176	184.197	184.130	184.171	1446	1102556000	30
2015.10.13	02:00:00	184.168	184.175	184.052	184.094	2056	1524850000	30
2015.10.13	03:00:00	184.090	184.090	183.523	183.686	4820	3793144000	29
2015.10.13	04:00:00	183.685	183.685	183.442	183.569	4692	3881490000	29
2015.10.13	05:00:00	183.577	183.714	183.380	183.451	5748	5054194000	29
2015.10.13	06:00:00	183.451	183.682	183.445	183.533	3596	2798860000	29
2015.10.13	07:00:00	183.533	183.606	183.496	183.559	3324	3171100000	29
2015.10.13	08:00:00	183.559	183.684	183.500	183.678	4325	3539180000	29
2015.10.13	09:00:00	183.681	184.259	183.647	184.255	7161	5485519000	29
2015.10.13	10:00:00	184.266	184.337	183.806	183.945	10389	7611679000	29
2015.10.13	11:00:00	183.945	183.974	182.280	182.425	13727	11011968000	29
2015.10.13	12:00:00	182.427	182.611	182.221	182.428	9622	7571907000	29
2015.10.13	13:00:00	182.428	182.668	182.296	182.506	8329	7086455000	29
2015.10.13	14:00:00	182.506	182.572	182.309	182.419	7445	6475300000	29
2015.10.13	15:00:00	182.419	182.433	181.823	181.986	9805	7903436000	29
2015.10.13	16:00:00	181.986	182.257	181.891	182.163	10840	8725673000	29
2015.10.13	17:00:00	182.163	182.568	182.163	182.464	11195	8630860000	29
2015.10.13	18:00:00	182.469	182.759	182.431	182.571	9614	7948760000	29
2015.10.13	19:00:00	182.569	182.721	182.547	182.576	5409	4329528000	30
2015.10.13	20:00:00	182.576	182.628	182.506	182.578	5649	4918754000	29
2015.10.13	21:00:00	182.582	182.830	182.550	182.756	5841	4471800000	29
2015.10.13	22:00:00	182.753	182.762	182.616	182.737	4895	4051645000	29
2015.10.13	23:00:00	182.738	182.775	182.501	182.556	3428	2535189000	29
2015.10.14	00:00:00	182.536	182.706	182.521	182.636	2749	2206700000	59
2015.10.14	01:00:00	182.637	182.698	182.563	182.635	2993	2269400000	51
2015.10.14	02:00:00	182.630	182.676	182.539	182.640	1822	1638400000	37
2015.10.14	03:00:00	182.638	182.695	182.321	182.325	5911	4610486000	41
2015.10.14	04:00:00	182.325	182.561	182.315	182.493	5986	4698892000	42
2015.10.14	05:00:00	182.489	182.834	182.470	182.819	4591	3507437000	41
2015.10.14	06:00:00	182.821	183.001	182.810	182.923	5300	3712501000	39
2015.10.14	07:00:00	182.923	182.938	182.824	182.851	3388	2786950000	41
2015.10.14	08:00:00	182.851	182.851	182.633	182.777	4663	3936021000	41
2015.10.14	09:00:00	182.778	182.977	182.778	182.872	6939	5910675000	42
2015.10.14	10:00:00	182.872	183.155	182.669	183.124	11671	9397803000	42
2015.10.14	11:00:00	183.121	183.568	182.730	183.534	12213	10051532000	43
2015.10.14	12:00:00	183.545	183.622	183.307	183.529	9329	7397334000	41
2015.10.14	13:00:00	183.530	183.743	183.263	183.526	7527	6183845000	42
2015.10.14	14:00:00	183.519	183.735	183.509	183.676	7835	5961131000	40
2015.10.14	15:00:00	183.676	184.137	183.670	183.865	12710	10246300000	42
2015.10.14	16:00:00	183.862	184.213	183.811	184.110	13425	10169597000	42
2015.10.14	17:00:00	184.108	184.319	183.862	184.034	12668	9551961000	40
2015.10.14	18:00:00	184.036	184.108	183.836	184.087	12213	10289396000	42
2015.10.14	19:00:00	184.084	184.195	183.958	184.180	7891	6767008000	42
2015.10.14	20:00:00	184.177	184.253	184.063	184.094	5814	4671512000	29
2015.10.14	21:00:00	184.094	184.153	183.808	183.936	9392	8149298000	29
2015.10.14	22:00:00	183.936	184.056	183.743	183.826	8530	7395186000	29
2015.10.14	23:00:00	183.826	183.946	183.731	183.892	4869	3264327000	29
2015.10.15	00:00:00	183.844	183.929	183.778	183.832	2957	1704297000	29
2015.10.15	01:00:00	183.832	183.949	183.819	183.888	2305	1548445000	33
2015.10.15	02:00:00	183.888	183.947	183.818	183.941	2374	2053738000	29
2015.10.15	03:00:00	183.937	184.245	183.718	184.014	8904	7828465000	29
2015.10.15	04:00:00	184.014	184.351	183.997	184.174	7162	6108997000	29
2015.10.15	05:00:00	184.174	184.282	184.082	184.102	6014	5275700000	29
2015.10.15	06:00:00	184.101	184.260	184.085	184.149	5183	4565248000	29
2015.10.15	07:00:00	184.146	184.162	183.997	184.114	5242	4229826000	31
2015.10.15	08:00:00	184.113	184.163	183.923	183.957	5840	4635416000	29
2015.10.15	09:00:00	183.958	184.045	183.807	183.830	7456	6203944000	29
2015.10.15	10:00:00	183.838	183.919	182.966	183.006	15358	11952077000	29
2015.10.15	11:00:00	183.006	183.363	182.915	183.322	10951	9192082000	29
2015.10.15	12:00:00	183.322	183.531	183.282	183.410	8990	6855294000	29
2015.10.15	13:00:00	183.410	183.477	183.076	183.104	7867	6370947000	29
2015.10.15	14:00:00	183.111	183.198	182.751	182.847	9208	6933057000	29
2015.10.15	15:00:00	182.847	183.201	182.746	182.995	13350	10237318000	29
2015.10.15	16:00:00	182.991	183.281	182.834	182.956	13447	10259803000	29
2015.10.15	17:00:00	182.925	183.304	182.834	183.204	13958	11113075000	29
2015.10.15	18:00:00	183.207	183.328	182.862	182.977	12364	9872221000	29
2015.10.15	19:00:00	182.977	183.502	182.957	183.453	7172	5518474000	29
2015.10.15	20:00:00	183.456	183.677	183.396	183.602	6057	5104334000	29
2015.10.15	21:00:00	183.600	183.990	183.600	183.929	5059	4550549000	29
2015.10.15	22:00:00	183.931	184.127	183.919	184.082	4403	4073994000	29
2015.10.15	23:00:00	184.080	184.145	183.698	183.783	3760	2703464000	29
2015.10.16	00:00:00	183.709	183.966	183.583	183.837	643	288886000	35
2015.10.16	01:00:00	183.842	184.076	183.804	184.066	4792	4540749000	29
2015.10.16	02:00:00	184.066	184.208	184.000	184.195	4177	3813750000	31
2015.10.16	03:00:00	184.202	184.305	184.026	184.178	6059	5461870000	29
2015.10.16	04:00:00	184.178	184.360	184.166	184.354	5743	4461853000	29
2015.10.16	05:00:00	184.353	184.386	184.218	184.346	4314	3500878000	30
2015.10.16	06:00:00	184.347	184.363	184.233	184.279	4208	3661442000	32
2015.10.16	07:00:00	184.279	184.321	184.218	184.286	3337	2471299000	29
2015.10.16	08:00:00	184.285	184.387	184.254	184.312	3758	3224326000	30
2015.10.16	09:00:00	184.312	184.380	184.092	184.286	6433	5925543000	29
2015.10.16	10:00:00	184.279	184.525	184.197	184.263	9607	8751828000	29
2015.10.16	11:00:00	184.263	184.326	183.998	184.061	8293	7289814000	29
2015.10.16	12:00:00	184.059	184.170	183.899	183.926	8355	7144091000	29
2015.10.16	13:00:00	183.926	184.040	183.807	183.865	8479	6829083000	29
2015.10.16	14:00:00	183.867	183.916	183.626	183.790	8678	6977338000	29
2015.10.16	15:00:00	183.791	184.029	183.718	183.926	8535	6887636000	29
2015.10.16	16:00:00	183.926	184.140	183.856	184.091	10357	8725624000	29
2015.10.16	17:00:00	184.087	184.247	183.921	184.086	11280	8358456000	29
2015.10.16	18:00:00	184.088	184.702	184.042	184.646	11547	10034552000	29
2015.10.16	19:00:00	184.647	184.714	184.412	184.427	7210	6087068000	29
2015.10.16	20:00:00	184.427	184.550	184.350	184.379	4604	4026038000	29
2015.10.16	21:00:00	184.381	184.536	184.313	184.506	3880	2739672000	29
2015.10.16	22:00:00	184.505	184.590	184.400	184.412	4242	3155097000	29
2015.10.16	23:00:00	184.408	184.492	184.346	184.366	2813	1726600000	29
2015.10.19	00:00:00	184.314	184.419	184.178	184.181	4607	4290950000	29
2015.10.19	01:00:00	184.171	184.358	184.139	184.259	3859	3061800000	29
2015.10.19	02:00:00	184.256	184.336	184.104	184.112	2589	1995249000	32
2015.10.19	03:00:00	184.114	184.155	183.993	184.113	5476	4019897000	29
2015.10.19	04:00:00	184.112	184.211	183.819	183.884	5066	4308200000	29
2015.10.19	05:00:00	183.886	184.525	183.886	184.412	7941	6849403000	29
2015.10.19	06:00:00	184.408	184.577	184.351	184.390	5027	3823022000	29
2015.10.19	07:00:00	184.392	184.462	184.318	184.408	3700	2879446000	31
2015.10.19	08:00:00	184.408	184.427	184.109	184.233	4600	3809584000	29
2015.10.19	09:00:00	184.234	184.451	184.133	184.385	5511	3972963000	29
2015.10.19	10:00:00	184.384	184.576	184.269	184.527	10267	7178096000	29
2015.10.19	11:00:00	184.527	184.718	184.479	184.597	9710	7592381000	29
2015.10.19	12:00:00	184.597	184.694	184.441	184.614	8587	7062377000	29
2015.10.19	13:00:00	184.612	185.028	184.596	185.023	8044	6460917000	29
2015.10.19	14:00:00	185.026	185.087	184.822	184.827	8587	7108237000	29
2015.10.19	15:00:00	184.830	184.906	184.673	184.695	8724	7067862000	29
2015.10.19	16:00:00	184.695	184.924	184.636	184.892	8698	6636030000	29
2015.10.19	17:00:00	184.891	184.977	184.781	184.948	10886	7833518000	29
2015.10.19	18:00:00	184.947	185.036	184.805	184.862	9023	6990466000	29
2015.10.19	19:00:00	184.862	184.936	184.728	184.820	5363	3608089000	29
2015.10.19	20:00:00	184.818	184.880	184.684	184.761	4925	3522356000	29
2015.10.19	21:00:00	184.761	184.779	184.591	184.766	4108	3133480000	29
2015.10.19	22:00:00	184.766	184.898	184.742	184.896	4403	3442778000	29
2015.10.19	23:00:00	184.893	184.897	184.756	184.781	2237	1335376000	29
2015.10.20	00:00:00	184.751	184.820	184.630	184.730	3475	2248950000	49
2015.10.20	01:00:00	184.725	184.840	184.725	184.773	2918	1826195000	31
2015.10.20	02:00:00	184.773	184.869	184.747	184.866	2735	1914700000	29
2015.10.20	03:00:00	184.866	184.983	184.778	184.907	5708	4597697000	29
2015.10.20	04:00:00	184.910	185.007	184.856	184.963	4154	2910278000	30
2015.10.20	05:00:00	184.962	184.980	184.845	184.905	3554	2305436000	29
2015.10.20	06:00:00	184.904	184.999	184.893	184.952	2237	1442511000	29
2015.10.20	07:00:00	184.952	184.986	184.918	184.947	2907	2232130000	31
2015.10.20	08:00:00	184.946	184.968	184.807	184.818	3620	2427340000	29
2015.10.20	09:00:00	184.824	184.923	184.701	184.918	4698	4047751000	29
2015.10.20	10:00:00	184.934	185.576	184.934	185.226	12417	9805044000	29
2015.10.20	11:00:00	185.228	185.317	184.906	184.946	10897	9280170000	29
2015.10.20	12:00:00	184.946	185.267	184.927	185.074	9074	6991209000	29
2015.10.20	13:00:00	185.074	185.251	185.009	185.186	8726	6828453000	29
2015.10.20	14:00:00	185.187	185.225	185.070	185.102	6957	4835708000	29
2015.10.20	15:00:00	185.102	185.352	185.091	185.346	9084	7003963000	29
2015.10.20	16:00:00	185.346	185.447	185.298	185.384	9011	6810940000	29
2015.10.20	17:00:00	185.384	185.439	185.261	185.403	9632	7494471000	29
2015.10.20	18:00:00	185.399	185.439	185.278	185.290	8987	6862299000	29
2015.10.20	19:00:00	185.290	185.343	185.162	185.248	5339	4248364000	29
2015.10.20	20:00:00	185.248	185.366	185.216	185.265	4877	3756070000	29
2015.10.20	21:00:00	185.262	185.264	185.104	185.137	4151	3479559000	29
2015.10.20	22:00:00	185.136	185.179	185.086	185.144	3376	3012000000	29
2015.10.20	23:00:00	185.143	185.157	185.058	185.067	2761	1730339000	30
2015.10.21	00:00:00	184.999	185.150	184.998	185.109	2170	1721406000	35
2015.10.21	01:00:00	185.109	185.127	184.945	185.016	2681	1950700000	29
2015.10.21	02:00:00	185.016	185.097	184.997	185.016	3039	2405050000	29
2015.10.21	03:00:00	185.017	185.269	185.016	185.187	5879	4535558000	29
2015.10.21	04:00:00	185.188	185.224	185.111	185.183	4535	2958100000	29
2015.10.21	05:00:00	185.187	185.210	185.072	185.074	2584	1650188000	29
2015.10.21	06:00:00	185.074	185.172	185.070	185.155	3327	1979450000	30
2015.10.21	07:00:00	185.155	185.324	185.141	185.274	4143	2767419000	29
2015.10.21	08:00:00	185.274	185.418	185.109	185.110	4498	3322358000	29
2015.10.21	09:00:00	185.104	185.135	184.814	184.856	6737	5344902000	29
2015.10.21	10:00:00	184.857	185.105	184.793	185.050	10828	7956890000	29
2015.10.21	11:00:00	185.051	185.264	185.038	185.250	8730	6842244000	29
2015.10.21	12:00:00	185.261	185.519	185.177	185.326	8522	6617547000	29
2015.10.21	13:00:00	185.326	185.520	185.326	185.402	7538	6014765000	29
2015.10.21	14:00:00	185.406	185.551	185.364	185.438	6691	4726759000	29
2015.10.21	15:00:00	185.440	185.528	185.304	185.342	7641	6290122000	29
2015.10.21	16:00:00	185.345	185.475	185.247	185.345	7711	6045334000	29
2015.10.21	17:00:00	185.349	185.541	185.126	185.375	10951	8362422000	29
2015.10.21	18:00:00	185.377	185.554	185.371	185.401	8367	6667501000	29
2015.10.21	19:00:00	185.401	185.466	185.196	185.215	5129	3719223000	29
2015.10.21	20:00:00	185.216	185.274	184.735	184.739	6067	4710387000	29
2015.10.21	21:00:00	184.739	185.045	184.715	184.990	5604	4312357000	29
2015.10.21	22:00:00	184.994	185.049	184.839	184.871	4496	3533835000	29
2015.10.21	23:00:00	184.871	184.930	184.826	184.879	2376	1845650000	29
2015.10.22	00:00:00	184.799	184.915	184.799	184.856	1809	1506849000	41
2015.10.22	01:00:00	184.856	184.938	184.833	184.853	2467	1646150000	30
2015.10.22	02:00:00	184.853	184.898	184.802	184.820	2278	1715300000	29
2015.10.22	03:00:00	184.815	184.994	184.738	184.830	4923	3744139000	29
2015.10.22	04:00:00	184.829	185.048	184.815	184.991	3808	3126453000	29
2015.10.22	05:00:00	184.991	185.046	184.956	184.992	4394	2982591000	29
2015.10.22	06:00:00	184.994	185.018	184.797	184.863	4241	3113621000	29
2015.10.22	07:00:00	184.856	184.860	184.481	184.601	6346	5055550000	29
2015.10.22	08:00:00	184.601	184.681	184.533	184.614	4588	3693720000	29
2015.10.22	09:00:00	184.618	184.820	184.607	184.777	5590	4216800000	29
2015.10.22	10:00:00	184.777	184.936	184.726	184.829	9117	6682315000	29
2015.10.22	11:00:00	184.828	185.569	184.797	185.282	10991	8460618000	29
2015.10.22	12:00:00	185.281	185.366	185.063	185.132	7788	6495552000	29
2015.10.22	13:00:00	185.133	185.320	185.092	185.320	6631	5396022000	29
2015.10.22	14:00:00	185.319	185.417	185.162	185.266	8810	6618942000	29
2015.10.22	15:00:00	185.263	185.514	184.744	185.311	12921	9544216000	29
2015.10.22	16:00:00	185.312	185.556	184.910	185.435	13728	10991006000	29
2015.10.22	17:00:00	185.425	185.573	185.355	185.477	10897	8543965000	29
2015.10.22	18:00:00	185.478	185.728	185.442	185.517	9668	8219990000	29
2015.10.22	19:00:00	185.520	185.651	185.354	185.626	8713	7680962000	29
2015.10.22	20:00:00	185.624	185.708	185.596	185.629	5368	4746950000	29
2015.10.22	21:00:00	185.621	185.790	185.610	185.777	5125	4578567000	29
2015.10.22	22:00:00	185.781	185.818	185.675	185.754	5135	4508420000	29
2015.10.22	23:00:00	185.748	185.898	185.715	185.763	3336	2070377000	29
2015.10.23	00:00:00	185.739	185.814	185.531	185.700	3774	2297824000	29
2015.10.23	01:00:00	185.717	185.791	185.654	185.734	3139	2384400000	31
2015.10.23	02:00:00	185.734	186.036	185.708	185.957	4384	3155750000	29
2015.10.23	03:00:00	185.954	186.173	185.883	186.049	6476	5442506000	29
2015.10.23	04:00:00	186.049	186.056	185.850	185.926	6779	5827274000	29
2015.10.23	05:00:00	185.924	186.026	185.851	185.942	5013	4406737000	29
2015.10.23	06:00:00	185.943	186.038	185.873	185.960	4370	3569542000	29
2015.10.23	07:00:00	185.953	186.004	185.801	185.851	3803	2764501000	31
2015.10.23	08:00:00	185.852	185.880	185.793	185.880	4373	3411896000	29
2015.10.23	09:00:00	185.880	185.946	185.714	185.865	7569	6688609000	29
2015.10.23	10:00:00	185.865	185.912	185.248	185.326	12119	9875884000	29
2015.10.23	11:00:00	185.327	185.424	185.265	185.420	10399	7704099000	29
2015.10.23	12:00:00	185.420	185.588	185.388	185.474	8308	6573279000	29
2015.10.23	13:00:00	185.475	185.561	185.291	185.358	7580	6061571000	29
2015.10.23	14:00:00	185.358	186.182	185.324	186.021	10828	9042616000	29
2015.10.23	15:00:00	186.019	186.291	185.836	186.056	10971	9239635000	29
2015.10.23	16:00:00	186.056	186.062	185.546	185.904	12420	10582452000	29
2015.10.23	17:00:00	185.907	186.098	185.550	185.931	12526	10701234000	29
2015.10.23	18:00:00	185.936	186.041	185.766	185.881	10035	8244604000	29
2015.10.23	19:00:00	185.884	186.076	185.853	186.044	6344	4871730000	29
2015.10.23	20:00:00	186.043	186.110	185.910	186.000	5654	4366169000	29
2015.10.23	21:00:00	186.001	186.146	185.925	185.970	5649	4878500000	29
2015.10.23	22:00:00	185.975	186.050	185.879	185.932	5038	4207000000	29
2015.10.23	23:00:00	185.928	186.006	185.816	185.911	2791	1681680000	30
2015.10.26	00:00:00	185.926	185.956	185.798	185.876	3424	2908799000	29
2015.10.26	01:00:00	185.876	185.944	185.737	185.767	4127	3137700000	35
2015.10.26	02:00:00	185.766	185.775	185.451	185.547	7465	6504540000	29
2015.10.26	03:00:00	185.547	185.660	185.463	185.633	5753	3884349000	29
2015.10.26	04:00:00	185.633	185.751	185.580	185.711	4107	2747900000	29
2015.10.26	05:00:00	185.711	185.838	185.706	185.715	3573	2600745000	29
2015.10.26	06:00:00	185.715	185.765	185.618	185.686	3116	2095073000	29
2015.10.26	07:00:00	185.686	185.723	185.539	185.673	3847	2889048000	29
2015.10.26	08:00:00	185.673	185.673	185.540	185.601	3421	2635565000	29
2015.10.26	09:00:00	185.604	185.614	185.252	185.387	7232	5685625000	29
2015.10.26	10:00:00	185.387	185.503	185.263	185.445	8823	6711523000	29
2015.10.26	11:00:00	185.449	185.894	185.358	185.827	8254	6696075000	29
2015.10.26	12:00:00	185.826	185.826	185.547	185.692	6689	5113266000	29
2015.10.26	13:00:00	185.687	185.742	185.497	185.681	6686	5394491000	29
2015.10.26	14:00:00	185.682	185.735	185.396	185.514	8207	6535363000	29
2015.10.26	15:00:00	185.513	185.517	185.268	185.316	9128	7511223000	29
2015.10.26	16:00:00	185.323	185.781	185.126	185.776	11578	9376619000	29
2015.10.26	17:00:00	185.778	185.880	185.632	185.651	9549	7106793000	29
2015.10.26	18:00:00	185.649	185.849	185.588	185.831	7521	5552471000	29
2015.10.26	19:00:00	185.831	185.967	185.789	185.890	5090	4078575000	29
2015.10.26	20:00:00	185.892	185.997	185.773	185.788	4156	3414024000	29
2015.10.26	21:00:00	185.790	185.798	185.685	185.716	3873	3678800000	29
2015.10.26	22:00:00	185.712	185.861	185.686	185.852	3446	2210500000	29
2015.10.26	23:00:00	185.849	185.888	185.689	185.699	2271	1131000000	40
2015.10.27	00:00:00	185.699	185.769	185.648	185.753	2659	1862450000	35
2015.10.27	01:00:00	185.757	185.866	185.678	185.706	2642	2255516000	31
2015.10.27	02:00:00	185.706	185.734	185.335	185.353	5783	4840550000	29
2015.10.27	03:00:00	185.351	185.472	185.319	185.412	3056	2117947000	29
2015.10.27	04:00:00	185.409	185.411	184.979	185.048	6190	4911162000	29
2015.10.27	05:00:00	185.048	185.256	185.034	185.146	4459	3120198000	29
2015.10.27	06:00:00	185.146	185.216	185.063	185.107	3891	3161956000	29
2015.10.27	07:00:00	185.111	185.244	185.076	185.181	4544	3424419000	29
2015.10.27	08:00:00	185.181	185.320	185.161	185.226	4072	2803200000	29
2015.10.27	09:00:00	185.229	185.267	184.806	184.864	6890	5154224000	29
2015.10.27	10:00:00	184.864	184.958	184.655	184.872	9529	7726213000	29
2015.10.27	11:00:00	184.870	184.973	184.362	184.692	9020	6921724000	29
2015.10.27	12:00:00	184.691	184.863	184.621	184.737	7483	5125346000	29
2015.10.27	13:00:00	184.738	184.758	184.357	184.526	7524	5843736000	29
2015.10.27	14:00:00	184.526	184.688	184.443	184.550	8792	4617309000	29
2015.10.27	15:00:00	184.553	184.633	184.184	184.336	11258	5037525000	29
2015.10.27	16:00:00	184.336	184.361	183.918	184.186	11119	7636146000	29
2015.10.27	17:00:00	184.186	184.249	184.001	184.138	8864	6379930000	29
2015.10.27	18:00:00	184.139	184.305	184.069	184.277	7259	5338972000	29
2015.10.27	19:00:00	184.278	184.387	184.159	184.211	4546	3207861000	29
2015.10.27	20:00:00	184.210	184.289	184.007	184.077	5052	3566428000	29
